pop_no,population,stat_area,CU,year,escapement,esc_2,er_E,er_2,er_3,er_4,total_runE,total_run2,total_run3,total_run4,total_run5,age_3,age_4,rec_E,rec_2,rec_3,rec_4,rec_5,RS_E,RS_2,RS_3,RS_4,RS_5
1,belowe_ck,5,hecate_strait_mainland,2006,130,NA,0.153,0.199666667,0.236666667,0.213,153.4828808,162.4323199,170.3056769,165.184244,NA,0.854411765,0.145588235,254.9426236,267.7850128,279.9570277,267.613808,NA,1.961097105,2.059884714,2.153515597,2.058567754,NA
1,belowe_ck,5,hecate_strait_mainland,2007,60,NA,0.188,0.265333333,0.307333333,0.271,73.89162562,81.66969147,86.62175168,82.30452675,NA,0.854411765,0.145588235,202.3683423,224.4158838,230.4687839,223.7672928,NA,3.372805706,3.740264729,3.841146399,3.72945488,NA
1,belowe_ck,5,hecate_strait_mainland,2008,150,NA,0.2,0.236666667,0.282666667,0.243,187.5,196.5065502,209.1078067,198.1505945,NA,0.854411765,0.145588235,121.3314111,130.1047285,134.0115483,132.721088,NA,0.808876074,0.867364856,0.893410322,0.884807253,NA
1,belowe_ck,5,hecate_strait_mainland,2009,210,NA,0.197,0.229,0.2645,0.229,261.5193026,272.3735409,285.5200544,272.3735409,NA,0.854411765,0.145588235,125.8422129,141.4792195,146.6111553,144.3032098,NA,0.599248633,0.673710569,0.698148359,0.687158142,NA
1,belowe_ck,5,hecate_strait_mainland,2010,180,NA,0.168,0.252666667,0.272166667,0.249,216.3461538,240.8563782,247.3093657,239.6804261,NA,0.854411765,0.145588235,104.9057428,118.3538913,123.1100531,116.7046075,NA,0.582809682,0.657521619,0.683944739,0.648358931,NA
1,belowe_ck,5,hecate_strait_mainland,2011,100,NA,0.169,0.218333333,0.240333333,0.233,120.3369434,127.9317697,131.6366828,130.3780965,NA,0.854411765,0.145588235,31.46347654,34.56797842,35.90009574,34.47565021,NA,0.314634765,0.345679784,0.359000957,0.344756502,NA
1,belowe_ck,5,hecate_strait_mainland,2012,110,NA,0.135,0.23,0.2565,0.249,127.1676301,142.8571429,147.9488904,146.4713715,NA,0.854411765,0.145588235,65.90173069,74.31080604,77.14643068,77.08270718,NA,0.599106643,0.675552782,0.701331188,0.700751883,NA
1,belowe_ck,5,hecate_strait_mainland,2013,100,NA,0.153,0.250333333,0.279333333,0.24,118.0637544,133.3926189,138.760407,131.5789474,NA,0.854411765,0.145588235,144.3218426,161.5725726,168.05311,160.5266906,NA,1.443218426,1.615725726,1.6805311,1.605266906,NA
1,belowe_ck,5,hecate_strait_mainland,2014,25,NA,0.097,0.169333333,0.200333333,0.15,27.6854928,30.09630819,31.26302626,29.41176471,NA,0.854411765,0.145588235,170.6272572,196.9305786,205.587531,192.4650053,NA,6.825090287,7.877223143,8.223501242,7.69860021,NA
1,belowe_ck,5,hecate_strait_mainland,2015,45,NA,0.161,0.26,0.287,0.299,53.6352801,60.81081081,63.11360449,64.19400856,NA,0.854411765,0.145588235,99.79675749,122.7372183,126.2202805,107.6447246,NA,2.217705722,2.727493741,2.804895122,2.39210499,NA
1,belowe_ck,5,hecate_strait_mainland,2016,115,NA,0.166,0.251,0.279,0.247,137.8896882,153.5380507,159.5006935,152.7224436,NA,0.854411765,0.145588235,68.24764896,81.63754187,84.09310795,76.07709751,NA,0.593457817,0.709891668,0.731244417,0.661539978,NA
1,belowe_ck,5,hecate_strait_mainland,2017,150,NA,0.176141689,0.281349909,0.31269766,0.273,182.0701424,208.7246656,218.2445647,206.3273728,NA,0.854411765,0.145588235,NA,NA,NA,16.74725037,NA,NA,NA,NA,0.111648336,NA
1,belowe_ck,5,hecate_strait_mainland,2018,86,NA,0.168861669,0.326624505,0.345048157,0.226,103.4725469,127.7147752,131.3073639,111.1111111,NA,0.854411765,0.145588235,NA,NA,NA,57.79713951,NA,NA,NA,NA,0.672059762,NA
1,belowe_ck,5,hecate_strait_mainland,2019,66,NA,0.156276728,0.294310077,0.31510958,0.244,78.22470018,93.52549592,96.36578067,87.3015873,NA,0.854411765,0.145588235,NA,NA,NA,83.3216031,NA,NA,NA,NA,1.262448532,NA
1,belowe_ck,5,hecate_strait_mainland,2020,9,NA,0.071730432,0.241841074,0.254265272,0.118,9.695459497,11.87086202,12.06863468,10.20408163,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,belowe_ck,5,hecate_strait_mainland,2021,45,NA,NA,NA,NA,0.184,NA,NA,NA,55.14705882,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,belowe_ck,5,hecate_strait_mainland,2022,60,NA,NA,NA,NA,0.182,NA,NA,NA,73.34963325,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,belowe_ck,5,hecate_strait_mainland,2023,120,NA,NA,NA,NA,0.154,NA,NA,NA,141.8439716,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,belowe_ck,5,hecate_strait_mainland,2024,NA,NA,NA,NA,NA,0.206,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1980,NA,NA,0.406675221,0.416333333,0.461333333,0.416,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1981,NA,NA,0.368205943,0.392333333,0.433833333,0.392,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1982,NA,NA,0.318745443,0.365,0.4,0.365,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1983,NA,NA,0.445144498,0.449666667,0.498666667,0.45,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1984,NA,NA,0.395683999,0.411333333,0.455333333,0.411,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1985,NA,NA,0.412170832,0.422666667,0.468666667,0.423,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1986,NA,NA,0.456135721,0.449666667,0.500666667,0.45,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1987,NA,NA,0.35171911,0.377666667,0.416666667,0.378,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1988,NA,NA,0.346223499,0.371333333,0.409833333,0.298,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1989,NA,NA,0.3379193,0.367666667,0.405666667,0.367,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1990,NA,NA,0.3832653,0.416333333,0.458833333,0.414,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1991,NA,NA,0.324956429,0.35,0.3935,0.344,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1992,NA,NA,0.327128935,0.354,0.4025,0.355,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1993,NA,NA,0.29235067,0.316,0.3555,0.216,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1994,NA,NA,0.330473681,0.372333333,0.420833333,0.367,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1995,NA,NA,0.197903485,0.241,0.2695,0.231,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1996,NA,NA,0.403039507,0.416,0.461,0.385,NA,NA,NA,NA,NA,0.854411765,0.145588235,311.8320901,306.0969057,316.6323901,299.3166964,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1997,NA,NA,0.375,0.296333333,0.347833333,0.267,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1998,NA,NA,0.125,0.077666667,0.117166667,0.077,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,1999,250,NA,0.123,0.089666667,0.120166667,0.087,285.0627138,274.6246796,284.1447244,273.822563,NA,0.854411765,0.145588235,261.2226619,261.5505341,265.7662457,249.9342541,NA,1.044890648,1.046202136,1.063064983,0.999737016,NA
2,sylvia_ck,5,hecate_strait_mainland,2000,400,NA,0.147,0.185,0.2115,0.109,468.933177,490.797546,507.2923272,448.9337823,NA,0.854411765,0.145588235,136.0189201,142.789926,146.8506984,137.1612186,NA,0.3400473,0.356974815,0.367126746,0.342903047,NA
2,sylvia_ck,5,hecate_strait_mainland,2001,NA,NA,0.157,0.153333333,0.177833333,0.113,NA,NA,NA,NA,NA,0.854411765,0.145588235,177.7818479,221.9901927,238.7026932,217.1544005,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,2002,250,NA,0.118,0.119,0.1325,0.078,283.446712,283.7684449,288.184438,271.1496746,NA,0.854411765,0.145588235,215.3683908,252.7694479,300.8558362,249.6838688,NA,0.861473563,1.011077791,1.203423345,0.998735475,NA
2,sylvia_ck,5,hecate_strait_mainland,2003,110,NA,0.159,0.161333333,0.180333333,0.123,130.7966706,131.1605723,134.2008947,125.4275941,NA,0.854411765,0.145588235,48.08321519,51.01318139,53.5220295,51.85019087,NA,0.437120138,0.463756194,0.486563905,0.471365372,NA
2,sylvia_ck,5,hecate_strait_mainland,2004,130,NA,0.22,0.384,0.412,0.369,166.6666667,211.038961,221.0884354,206.022187,NA,0.854411765,0.145588235,28.52243915,30.79577251,32.70969133,31.04307349,NA,0.219403378,0.236890558,0.25161301,0.238792873,NA
2,sylvia_ck,5,hecate_strait_mainland,2005,200,NA,0.177,0.301333333,0.415333333,0.292,243.0133657,286.259542,342.0752566,282.4858757,NA,0.854411765,0.145588235,95.42984488,99.8788357,105.9422943,100.534358,NA,0.477149224,0.499394179,0.529711472,0.50267179,NA
2,sylvia_ck,5,hecate_strait_mainland,2006,45,NA,0.153,0.199666667,0.236666667,0.213,53.12868949,56.22657226,58.95196507,57.17916137,NA,0.854411765,0.145588235,146.4967698,154.3859411,161.2351866,154.2489773,NA,3.255483772,3.430798691,3.583004148,3.42775505,NA
2,sylvia_ck,5,hecate_strait_mainland,2007,15,NA,0.188,0.265333333,0.307333333,0.271,18.4729064,20.41742287,21.65543792,20.57613169,NA,0.854411765,0.145588235,184.6702101,203.7456758,209.2892052,203.6898063,NA,12.31134734,13.58304505,13.95261368,13.57932042,NA
2,sylvia_ck,5,hecate_strait_mainland,2008,70,NA,0.2,0.236666667,0.282666667,0.243,87.5,91.70305677,97.58364312,92.47027741,NA,0.854411765,0.145588235,228.5395878,243.7241314,250.877157,248.4722545,NA,3.264851255,3.481773306,3.583959385,3.549603636,NA
2,sylvia_ck,5,hecate_strait_mainland,2009,114,NA,0.197,0.229,0.2645,0.229,141.9676214,147.8599222,154.996601,147.8599222,NA,0.854411765,0.145588235,90.58309083,101.8655053,105.5819478,103.7174995,NA,0.794588516,0.893557064,0.926157437,0.909802627,NA
2,sylvia_ck,5,hecate_strait_mainland,2010,144,NA,0.168,0.252666667,0.272166667,0.249,173.0769231,192.6851026,197.8474926,191.7443409,NA,0.854411765,0.145588235,106.5136952,119.9293382,124.7398524,118.2025132,NA,0.739678439,0.832842626,0.866248975,0.820850786,NA
2,sylvia_ck,5,hecate_strait_mainland,2011,210,NA,0.169,0.218333333,0.240333333,0.233,252.7075812,268.6567164,276.4370338,273.7940026,NA,0.854411765,0.145588235,62.84495254,68.60106554,71.25428142,67.58044613,NA,0.299261679,0.326671741,0.339306102,0.321811648,NA
2,sylvia_ck,5,hecate_strait_mainland,2012,75,NA,0.135,0.23,0.2565,0.249,86.70520231,97.4025974,100.8742434,99.86684421,NA,0.854411765,0.145588235,41.75274027,47.21455582,49.00906154,49.42669533,NA,0.556703204,0.629527411,0.653454154,0.659022604,NA
2,sylvia_ck,5,hecate_strait_mainland,2013,96,NA,0.153,0.250333333,0.279333333,0.24,113.3412043,128.0569142,133.2099907,126.3157895,NA,0.854411765,0.145588235,44.69236574,50.05506864,52.0675796,49.72664027,NA,0.465545476,0.521406965,0.542370621,0.517985836,NA
2,sylvia_ck,5,hecate_strait_mainland,2014,60,NA,0.097,0.169333333,0.200333333,0.15,66.44518272,72.23113965,75.03126303,70.58823529,NA,0.854411765,0.145588235,54.30663239,62.47249587,65.2689463,61.39622382,NA,0.90511054,1.041208264,1.087815772,1.023270397,NA
2,sylvia_ck,5,hecate_strait_mainland,2015,35,NA,0.161,0.26,0.287,0.299,41.71632896,47.2972973,49.08835905,49.92867332,NA,0.854411765,0.145588235,20.43143328,24.9846032,25.7035841,22.19467244,NA,0.583755237,0.713845806,0.734388117,0.634133498,NA
2,sylvia_ck,5,hecate_strait_mainland,2016,35,NA,0.166,0.251,0.279,0.247,41.96642686,46.72897196,48.54368932,46.48074369,NA,0.854411765,0.145588235,40.93272959,49.09713823,50.49603737,45.33341114,NA,1.16950656,1.402775378,1.442743925,1.295240318,NA
2,sylvia_ck,5,hecate_strait_mainland,2017,50,NA,0.176141689,0.281349909,0.31269766,0.273,60.69004747,69.57488852,72.74818823,68.77579092,NA,0.854411765,0.145588235,NA,NA,NA,39.25773741,NA,NA,NA,NA,0.785154748,NA
2,sylvia_ck,5,hecate_strait_mainland,2018,14,NA,0.168861669,0.326624505,0.345048157,0.226,16.84436811,20.79077735,21.37561738,18.0878553,NA,0.854411765,0.145588235,NA,NA,NA,35.32777324,NA,NA,NA,NA,2.523412374,NA
2,sylvia_ck,5,hecate_strait_mainland,2019,35,NA,0.156276728,0.294310077,0.31510958,0.244,41.48279555,49.5968539,51.10306551,46.2962963,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,2020,35,NA,0.071730432,0.241841074,0.254265272,0.118,37.70456471,46.16446342,46.93357929,39.68253968,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,2021,30,NA,NA,NA,NA,0.184,NA,NA,NA,36.76470588,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,2022,22,NA,NA,NA,NA,0.182,NA,NA,NA,26.89486553,NA,0.854411765,0.145588235,616.3611541,630.8293646,681.5659842,630.4736206,NA,28.0164161,28.67406203,30.98027201,28.65789185,NA
2,sylvia_ck,5,hecate_strait_mainland,2023,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,sylvia_ck,5,hecate_strait_mainland,2024,NA,NA,NA,NA,NA,0.206,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1980,300,NA,0.406675221,0.416333333,0.461333333,0.416,505.6252672,513.9920046,556.9306931,513.6986301,NA,0.854411765,0.145588235,890.39783,899.9268193,985.7883238,900.3273018,NA,2.967992767,2.999756064,3.285961079,3.001091006,NA
3,tsimtack_lk,5,hecate_strait_mainland,1981,800,NA,0.368205943,0.392333333,0.433833333,0.392,1266.2354,1316.511245,1413.011481,1315.789474,NA,0.854411765,0.145588235,756.4588567,776.1525305,839.1448176,775.7709605,NA,0.945573571,0.970190663,1.048931022,0.969713701,NA
3,tsimtack_lk,5,hecate_strait_mainland,1982,NA,NA,0.318745443,0.365,0.4,0.365,NA,NA,NA,NA,NA,0.854411765,0.145588235,558.392922,560.5311515,613.1756752,560.8624732,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1983,500,NA,0.445144498,0.449666667,0.498666667,0.45,901.1355184,908.5402786,997.3404255,909.0909091,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1984,500,NA,0.395683999,0.411333333,0.455333333,0.411,827.3816991,849.3771234,917.9926561,848.8964346,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1985,200,NA,0.412170832,0.422666667,0.468666667,0.423,340.234903,346.4203233,376.4115433,346.6204506,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1986,1000,NA,0.456135721,0.449666667,0.500666667,0.45,1838.694023,1817.080557,2002.670227,1818.181818,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1987,NA,NA,0.35171911,0.377666667,0.416666667,0.378,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1988,NA,NA,0.346223499,0.371333333,0.409833333,0.298,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1989,NA,NA,0.3379193,0.367666667,0.405666667,0.367,NA,NA,NA,NA,NA,0.854411765,0.145588235,151.8121348,157.729694,169.3689976,150.4175071,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1990,200,NA,0.3832653,0.416333333,0.458833333,0.414,324.2885473,342.6613364,369.5719125,341.2969283,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1991,NA,NA,0.324956429,0.35,0.3935,0.344,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1992,75,NA,0.327128935,0.354,0.4025,0.355,111.4626619,116.0990712,125.5230126,116.2790698,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1993,275,NA,0.29235067,0.316,0.3555,0.216,388.6105567,402.0467836,426.6873545,350.7653061,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1994,NA,NA,0.330473681,0.372333333,0.420833333,0.367,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1995,NA,NA,0.197903485,0.241,0.2695,0.231,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1996,NA,NA,0.403039507,0.416,0.461,0.385,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1997,NA,NA,0.375,0.296333333,0.347833333,0.267,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1998,NA,NA,0.125,0.077666667,0.117166667,0.077,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,1999,NA,NA,0.123,0.089666667,0.120166667,0.087,NA,NA,NA,NA,NA,0.854411765,0.145588235,162.6194473,162.8325462,165.4987877,155.6047942,NA,NA,NA,NA,NA,NA
3,tsimtack_lk,5,hecate_strait_mainland,2000,NA,NA,0.147,0.185,0.2115,0.109,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
