pop_no,population,stat_area,CU,year,escapement,esc_2,er_E,er_2,er_3,er_4,total_runE,total_run2,total_run3,total_run4,total_run5,age_3,age_4,rec_E,rec_2,rec_3,rec_4,rec_5,RS_E,RS_2,RS_3,RS_4,RS_5
12,foch_ck,6,douglas_channel_kitimat,2020,765,NA,0.17932608,0.28638626,0.254265272,0.163,932.1607293,1072.008507,1025.833947,913.9784946,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,foch_ck,6,douglas_channel_kitimat,2021,1450,NA,NA,NA,NA,0.257,NA,NA,NA,1951.547779,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,foch_ck,6,douglas_channel_kitimat,2022,1390,NA,NA,NA,NA,0.268,NA,NA,NA,1898.907104,NA,0.713592233,0.286407767,331.205089,338.7852297,366.121977,338.593983,NA,0.238277042,0.243730381,0.263397106,0.243592793,NA
12,foch_ck,6,douglas_channel_kitimat,2023,1400,NA,NA,NA,NA,0.228,NA,NA,NA,1813.471503,NA,0.713592233,0.286407767,309.9763883,325.0702205,347.5477601,324.9414579,NA,0.221411706,0.232193015,0.2482484,0.232101041,NA
12,foch_ck,6,douglas_channel_kitimat,2024,NA,NA,NA,NA,NA,0.235,NA,NA,NA,NA,NA,0.713592233,0.286407767,312.7304509,328.8386562,352.1224954,328.9017381,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1980,200,NA,0.406675221,0.416333333,0.461333333,0.416,337.0835115,342.6613364,371.2871287,342.4657534,NA,0.854411765,0.145588235,404.3419486,409.4344543,447.7749018,409.5666543,NA,2.021709743,2.047172272,2.238874509,2.047833271,NA
13,hartleybay_ck,6,hecate_strait_mainland,1981,200,NA,0.368205943,0.392333333,0.433833333,0.392,316.5588499,329.1278113,353.2528702,328.9473684,NA,0.854411765,0.145588235,937.0462195,958.8346721,1038.483173,958.7246285,NA,4.685231097,4.794173361,5.192415863,4.793623143,NA
13,hartleybay_ck,6,hecate_strait_mainland,1982,200,NA,0.318745443,0.365,0.4,0.365,293.576018,314.9606299,333.3333333,314.9606299,NA,0.854411765,0.145588235,2394.409054,2431.52844,2645.330562,2432.939138,NA,11.97204527,12.1576422,13.22665281,12.16469569,NA
13,hartleybay_ck,6,hecate_strait_mainland,1983,200,NA,0.445144498,0.449666667,0.498666667,0.45,360.4542073,363.4161114,398.9361702,363.6363636,NA,0.854411765,0.145588235,1526.29247,1522.755185,1668.379801,1523.658373,NA,7.631462352,7.613775927,8.341899003,7.618291865,NA
13,hartleybay_ck,6,hecate_strait_mainland,1984,400,NA,0.395683999,0.411333333,0.455333333,0.411,661.9053593,679.5016988,734.3941248,679.1171477,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1985,1500,NA,0.412170832,0.422666667,0.468666667,0.423,2551.761773,2598.152425,2823.086575,2599.65338,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1986,800,NA,0.456135721,0.449666667,0.500666667,0.45,1470.955219,1453.664446,1602.136182,1454.545455,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1987,1200,NA,0.35171911,0.377666667,0.416666667,0.378,1851.049473,1928.227102,2057.142857,1929.26045,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1988,NA,NA,0.346223499,0.371333333,0.409833333,0.298,NA,NA,NA,NA,NA,0.854411765,0.145588235,1741.724639,1810.290966,1944.815163,1799.036986,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1989,300,NA,0.3379193,0.367666667,0.405666667,0.367,453.116969,474.4333158,504.7672462,473.9336493,NA,0.854411765,0.145588235,3040.442284,3165.179384,3417.023234,3137.111821,NA,10.13480761,10.55059795,11.39007745,10.4570394,NA
13,hartleybay_ck,6,hecate_strait_mainland,1990,NA,NA,0.3832653,0.416333333,0.458833333,0.414,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1991,1000,NA,0.324956429,0.35,0.3935,0.344,1481.385859,1538.461538,1648.804617,1524.390244,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1992,2200,NA,0.327128935,0.354,0.4025,0.355,3269.571416,3405.572755,3682.008368,3410.852713,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1993,1200,NA,0.29235067,0.316,0.3555,0.216,1695.755157,1754.385965,1861.908456,1530.612245,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1994,NA,NA,0.330473681,0.372333333,0.420833333,0.367,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1995,NA,NA,0.197903485,0.241,0.2695,0.231,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1996,42,NA,0.403039507,0.416,0.461,0.385,70.35641464,71.91780822,77.92207792,68.29268293,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1997,NA,NA,0.375,0.296333333,0.347833333,0.267,NA,NA,NA,NA,NA,0.854411765,0.145588235,341.949052,345.5722514,356.2693655,325.6833501,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,1998,175,NA,0.125,0.077666667,0.117166667,0.077,200,189.7361764,198.2254106,189.5991333,NA,0.854411765,0.145588235,1782.097181,1776.36431,1824.122647,1695.954812,NA,10.18341246,10.1506532,10.42355798,9.691170352,NA
13,hartleybay_ck,6,hecate_strait_mainland,1999,NA,NA,0.123,0.089666667,0.120166667,0.087,NA,NA,NA,NA,NA,0.854411765,0.145588235,2217.742428,2220.402298,2255.617349,2121.730108,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2000,100,NA,0.147,0.185,0.2115,0.109,117.2332943,122.6993865,126.8230818,112.2334456,NA,0.854411765,0.145588235,657.2949677,698.4626124,719.2738828,671.7028366,NA,6.572949677,6.984626124,7.192738828,6.717028366,NA
13,hartleybay_ck,6,hecate_strait_mainland,2001,1400,NA,0.157,0.153333333,0.177833333,0.113,1660.735469,1653.543307,1702.817758,1578.354002,NA,0.854411765,0.145588235,1159.358855,1443.033841,1560.88205,1412.26084,NA,0.828113468,1.030738458,1.11491575,1.008757743,NA
13,hartleybay_ck,6,hecate_strait_mainland,2002,2200,NA,0.118,0.119,0.1325,0.078,2494.331066,2497.162316,2536.023055,2386.117137,NA,0.854411765,0.145588235,1698.882955,1996.688253,2380.144917,1971.572154,NA,0.772219525,0.90758557,1.081884053,0.896169161,NA
13,hartleybay_ck,6,hecate_strait_mainland,2003,500,NA,0.159,0.161333333,0.180333333,0.123,594.530321,596.1844197,610.0040667,570.1254276,NA,0.854411765,0.145588235,263.1631806,280.4442687,294.5922594,284.7776458,NA,0.526326361,0.560888537,0.589184519,0.569555292,NA
13,hartleybay_ck,6,hecate_strait_mainland,2004,800,NA,0.22,0.384,0.412,0.369,1025.641026,1298.701299,1360.544218,1267.828843,NA,0.854411765,0.145588235,451.2962728,486.8242443,517.1086812,490.7385289,NA,0.564120341,0.608530305,0.646385852,0.613423161,NA
13,hartleybay_ck,6,hecate_strait_mainland,2005,1600,NA,0.177,0.301333333,0.415333333,0.292,1944.106926,2290.076336,2736.602052,2259.887006,NA,0.854411765,0.145588235,1645.219329,1721.524141,1825.031161,1732.293437,NA,1.028262081,1.075952588,1.140644476,1.082683398,NA
13,hartleybay_ck,6,hecate_strait_mainland,2006,220,NA,0.153,0.199666667,0.236666667,0.213,259.7402597,274.8854644,288.209607,279.5425667,NA,0.854411765,0.145588235,2683.487522,2811.822783,2941.891887,2810.538747,NA,12.19767055,12.78101265,13.37223585,12.77517612,NA
13,hartleybay_ck,6,hecate_strait_mainland,2007,230,NA,0.188,0.265333333,0.307333333,0.271,283.2512315,313.0671506,332.0500481,315.5006859,NA,0.854411765,0.145588235,1558.057747,1725.957458,1772.59481,1721.912185,NA,6.774164117,7.504162859,7.706933956,7.486574718,NA
13,hartleybay_ck,6,hecate_strait_mainland,2008,1150,NA,0.2,0.236666667,0.282666667,0.243,1437.5,1506.550218,1603.159851,1519.154557,NA,0.854411765,0.145588235,1217.997165,1307.547347,1346.993303,1334.010439,NA,1.05912797,1.136997693,1.171298524,1.160009078,NA
13,hartleybay_ck,6,hecate_strait_mainland,2009,2300,NA,0.197,0.229,0.2645,0.229,2864.259029,2983.138781,3127.124405,2983.138781,NA,0.854411765,0.145588235,1465.027577,1647.265392,1707.174235,1678.81849,NA,0.636968512,0.716202344,0.742249668,0.729921082,NA
13,hartleybay_ck,6,hecate_strait_mainland,2010,1350,NA,0.168,0.252666667,0.272166667,0.249,1622.596154,1806.422837,1854.820243,1797.603196,NA,0.854411765,0.145588235,1533.912643,1725.279199,1794.413328,1700.009561,NA,1.136231587,1.277984592,1.329195058,1.259266342,NA
13,hartleybay_ck,6,hecate_strait_mainland,2011,980,NA,0.169,0.218333333,0.240333333,0.233,1179.302046,1253.731343,1290.039491,1277.705346,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2012,1250,NA,0.135,0.23,0.2565,0.249,1445.086705,1623.376623,1681.237391,1664.447403,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2013,1340,NA,0.153,0.250333333,0.279333333,0.24,1582.054309,1787.461094,1859.389454,1763.157895,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2014,1130,NA,0.097,0.169333333,0.200333333,0.15,1251.384275,1360.35313,1413.088787,1329.411765,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2015,NA,NA,0.161,0.26,0.287,0.299,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2016,400,NA,0.166,0.251,0.279,0.247,479.616307,534.0453939,554.7850208,531.2084993,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2017,NA,NA,0.176141689,0.281349909,0.31269766,0.273,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2018,NA,NA,0.168861669,0.326624505,0.345048157,0.226,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2019,370,NA,0.156276728,0.294310077,0.31510958,0.244,438.5324101,524.3095984,540.2324068,489.4179894,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2020,NA,NA,0.071730432,0.241841074,0.254265272,0.118,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2021,NA,NA,NA,NA,NA,0.184,NA,NA,NA,NA,NA,0.854411765,0.145588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2022,NA,NA,NA,NA,NA,0.182,NA,NA,NA,NA,NA,0.854411765,0.145588235,203.4420619,212.3366814,210.0455074,212.2055091,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2023,NA,NA,NA,NA,NA,0.154,NA,NA,NA,NA,NA,0.854411765,0.145588235,332.0626356,353.7214424,350.35282,353.5403466,NA,NA,NA,NA,NA,NA
13,hartleybay_ck,6,hecate_strait_mainland,2024,NA,NA,NA,NA,NA,0.206,NA,NA,NA,NA,NA,0.854411765,0.145588235,320.3944317,346.1000917,342.8843346,346.1398372,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,1980,100,NA,0.447,0.467333333,0.461333333,0.467,180.8318264,187.7346683,185.6435644,187.6172608,NA,0.713592233,0.286407767,406.5691918,421.6333245,416.1378659,421.7459305,NA,4.065691918,4.216333245,4.161378659,4.217459305,NA
14,hugh_ck,6,northern_coastal,1981,200,NA,0.405,0.439333333,0.433833333,0.439,336.1344538,356.7181926,353.2528702,356.5062389,NA,0.713592233,0.286407767,420.4682517,440.2230041,435.3434042,440.0874207,NA,2.102341259,2.20111502,2.176717021,2.200437103,NA
14,hugh_ck,6,northern_coastal,1982,200,NA,0.351,0.405,0.4,0.405,308.1664099,336.1344538,333.3333333,336.1344538,NA,0.713592233,0.286407767,548.4692359,562.5399089,555.3945076,562.909464,NA,2.74234618,2.812699545,2.776972538,2.81454732,NA
14,hugh_ck,6,northern_coastal,1983,200,NA,0.49,0.505666667,0.498666667,0.506,392.1568627,404.5853001,398.9361702,404.8582996,NA,0.713592233,0.286407767,809.9026875,823.7502803,812.7419083,824.2983923,NA,4.049513437,4.118751401,4.063709542,4.121491962,NA
14,hugh_ck,6,northern_coastal,1984,250,NA,0.435,0.461333333,0.455333333,0.461,442.4778761,464.1089109,458.996328,463.8218924,NA,0.713592233,0.286407767,325.3585104,344.5811378,341.7201547,333.83966,NA,1.301434041,1.378324551,1.366880619,1.33535864,NA
14,hugh_ck,6,northern_coastal,1985,200,NA,0.453,0.474666667,0.468666667,0.475,365.630713,380.7106599,376.4115433,380.952381,NA,0.713592233,0.286407767,276.1692509,292.2840554,290.0171127,265.1118936,NA,1.380846255,1.461420277,1.450085563,1.325559468,NA
14,hugh_ck,6,northern_coastal,1986,500,NA,0.502,0.507666667,0.500666667,0.508,1004.016064,1015.572106,1001.335113,1016.260163,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,1987,200,NA,0.387,0.421666667,0.416666667,0.422,326.2642741,345.8213256,342.8571429,346.0207612,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,1988,200,NA,0.381,0.414333333,0.409833333,0.341,323.1017771,341.4911781,338.88732,303.4901366,NA,0.713592233,0.286407767,185.2507413,195.9236913,189.5589483,194.8371723,NA,0.926253706,0.979618457,0.947794741,0.974185862,NA
14,hugh_ck,6,northern_coastal,1989,100,NA,0.372,0.410666667,0.405666667,0.41,159.2356688,169.6832579,168.2557487,169.4915254,NA,0.713592233,0.286407767,228.8641604,241.5318483,232.470998,234.3409018,NA,2.288641604,2.415318483,2.32470998,2.343409018,NA
14,hugh_ck,6,northern_coastal,1990,NA,NA,0.421,0.464333333,0.458833333,0.462,NA,NA,NA,NA,NA,0.713592233,0.286407767,333.6890717,354.2370074,343.0340696,333.446549,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,1991,100,NA,0.376,0.41,0.3935,0.404,160.2564103,169.4915254,164.8804617,167.7852349,NA,0.713592233,0.286407767,508.6690628,544.4447998,525.2115048,539.2897134,NA,5.086690628,5.444447998,5.252115048,5.392897134,NA
14,hugh_ck,6,northern_coastal,1992,150,NA,0.394,0.427,0.4025,0.428,247.5247525,261.7801047,251.0460251,262.2377622,NA,0.713592233,0.286407767,16.728531,17.51439339,17.19163736,16.70834523,NA,0.11152354,0.116762623,0.114610916,0.111388968,NA
14,hugh_ck,6,northern_coastal,1993,120,NA,0.342,0.372,0.3555,0.272,182.3708207,191.0828025,186.1908456,164.8351648,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,1994,425,NA,0.402,0.441333333,0.420833333,0.436,710.7023411,760.7398568,733.8129496,753.5460993,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,1995,4,NA,0.245,0.278,0.2695,0.268,5.298013245,5.540166205,5.475701574,5.464480874,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,1996,25,NA,0.447,0.472,0.461,0.441,45.2079566,47.34848485,46.38218924,44.72271914,NA,0.713592233,0.286407767,230.116543,242.2124073,234.1597714,221.6582738,NA,9.20466172,9.688496292,9.366390858,8.866330952,NA
14,hugh_ck,6,northern_coastal,1997,NA,NA,0.437,0.366333333,0.347833333,0.337,NA,NA,NA,NA,NA,0.713592233,0.286407767,958.1533542,992.9508624,961.0285668,921.1772723,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,1998,NA,NA,0.154,0.113666667,0.117166667,0.113,NA,NA,NA,NA,NA,0.713592233,0.286407767,1395.230446,1407.547401,1371.682354,1340.641193,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,1999,20,NA,0.156,0.129666667,0.120166667,0.127,23.69668246,22.97970126,22.73157795,22.90950745,NA,0.713592233,0.286407767,1107.398771,1121.40042,1102.120551,1070.079059,NA,55.36993856,56.07002098,55.10602754,53.50395297,NA
14,hugh_ck,6,northern_coastal,2000,600,NA,0.194,0.239,0.2115,0.163,744.4168734,788.4362681,760.9384908,716.8458781,NA,0.713592233,0.286407767,1066.537106,1187.785909,1159.2043,1143.13359,NA,1.777561843,1.979643181,1.932007166,1.90522265,NA
14,hugh_ck,6,northern_coastal,2001,1200,NA,0.195,0.201333333,0.177833333,0.161,1490.68323,1502.504174,1459.558078,1430.274136,NA,0.713592233,0.286407767,1455.142277,1842.395455,1887.710199,1802.858071,NA,1.212618564,1.535329546,1.573091833,1.502381726,NA
14,hugh_ck,6,northern_coastal,2002,1000,NA,0.136,0.146,0.1325,0.105,1157.407407,1170.960187,1152.737752,1117.318436,NA,0.713592233,0.286407767,1680.482055,1983.157003,2175.956993,1966.257988,NA,1.680482055,1.983157003,2.175956993,1.966257988,NA
14,hugh_ck,6,northern_coastal,2003,800,NA,0.186,0.198333333,0.180333333,0.16,982.8009828,997.9209979,976.0065067,952.3809524,NA,0.713592233,0.286407767,1122.476722,1222.018034,1211.512879,1240.40475,NA,1.403095903,1.527522542,1.514391099,1.550505937,NA
14,hugh_ck,6,northern_coastal,2004,950,NA,0.255,0.428,0.412,0.413,1275.167785,1660.839161,1615.646259,1618.398637,NA,0.713592233,0.286407767,951.6539113,1063.801579,1035.385564,1072.931264,NA,1.001740959,1.119791136,1.089879541,1.12940133,NA
14,hugh_ck,6,northern_coastal,2005,1500,NA,0.212,0.346333333,0.415333333,0.337,1903.553299,2294.747578,2565.564424,2262.443439,NA,0.713592233,0.286407767,986.1668325,1046.071479,1013.174621,1049.844856,NA,0.657444555,0.697380986,0.675449748,0.699896571,NA
14,hugh_ck,6,northern_coastal,2006,920,NA,0.182,0.237666667,0.236666667,0.251,1124.694377,1206.821163,1205.240175,1228.304406,NA,0.713592233,0.286407767,1661.38093,1769.267686,1713.951149,1768.312531,NA,1.805848837,1.92311705,1.86299038,1.922078838,NA
14,hugh_ck,6,northern_coastal,2007,850,NA,0.239,0.325333333,0.307333333,0.331,1116.95138,1259.881423,1227.141482,1270.553064,NA,0.713592233,0.286407767,639.1373716,694.4625459,677.2100521,696.7571342,NA,0.75192632,0.81701476,0.796717708,0.819714276,NA
14,hugh_ck,6,northern_coastal,2008,400,NA,0.259,0.304666667,0.282666667,0.311,539.8110661,575.2636625,557.6208178,580.5515239,NA,0.713592233,0.286407767,712.1139577,730.2242849,711.917476,746.0099274,NA,1.780284894,1.825560712,1.77979369,1.865024818,NA
14,hugh_ck,6,northern_coastal,2009,1580,NA,0.247,0.288,0.2645,0.288,2098.273572,2219.101124,2148.198504,2219.101124,NA,0.713592233,0.286407767,507.7262638,561.9335123,544.3781833,569.6028501,NA,0.321345737,0.355654122,0.344543154,0.360508133,NA
14,hugh_ck,6,northern_coastal,2010,460,NA,0.197,0.290666667,0.272166667,0.287,572.8518057,648.4962406,632.0128234,645.1612903,NA,0.713592233,0.286407767,730.4936595,798.0507386,781.304113,783.2235156,NA,1.588029695,1.73489291,1.698487202,1.702659817,NA
14,hugh_ck,6,northern_coastal,2011,600,NA,0.254,0.258333333,0.240333333,0.273,804.2895442,808.988764,789.8200965,825.3094911,NA,0.713592233,0.286407767,1182.251746,1276.963944,1262.823358,1280.860901,NA,1.970419576,2.12827324,2.104705596,2.134768168,NA
14,hugh_ck,6,northern_coastal,2012,385,NA,0.202,0.279,0.2565,0.298,482.4561404,533.9805825,517.8211163,548.4330484,NA,0.713592233,0.286407767,1228.025202,1332.869176,1300.744441,1391.558053,NA,3.18967585,3.461997859,3.37855699,3.614436501,NA
14,hugh_ck,6,northern_coastal,2013,440,NA,0.229,0.303333333,0.279333333,0.293,570.6874189,631.5789474,610.5457909,622.3479491,NA,0.713592233,0.286407767,924.6282659,992.1630106,966.0171915,984.0555722,NA,2.101427877,2.254915933,2.195493617,2.236489937,NA
14,hugh_ck,6,northern_coastal,2014,965,NA,0.145,0.204333333,0.200333333,0.185,1128.654971,1212.819439,1206.752814,1184.04908,NA,0.713592233,0.286407767,585.8754004,651.153452,632.5408754,632.5217804,NA,0.607124767,0.674770417,0.655482772,0.655462985,NA
14,hugh_ck,6,northern_coastal,2015,1000,NA,0.24,0.304,0.287,0.343,1315.789474,1436.781609,1402.524544,1522.070015,NA,0.713592233,0.286407767,335.1600585,384.3247093,378.9062428,343.3579569,NA,0.335160059,0.384324709,0.378906243,0.343357957,NA
14,hugh_ck,6,northern_coastal,2016,755,NA,0.252,0.297,0.279,0.292,1009.358289,1073.968706,1047.156727,1066.384181,NA,0.713592233,0.286407767,464.7637631,534.7143018,527.8744496,488.4788199,NA,0.615581143,0.708230863,0.699171456,0.646991814,NA
14,hugh_ck,6,northern_coastal,2017,525,NA,0.264212534,0.334045411,0.31269766,0.326,713.5212598,788.3420417,763.8559764,778.9317507,NA,0.713592233,0.286407767,NA,NA,NA,503.3427127,NA,NA,NA,NA,0.958748024,NA
14,hugh_ck,6,northern_coastal,2018,200,NA,0.253292503,0.353471809,0.345048157,0.253,267.8424963,309.344593,305.3659626,267.7376171,NA,0.713592233,0.286407767,NA,NA,NA,740.7196272,NA,NA,NA,NA,3.703598136,NA
14,hugh_ck,6,northern_coastal,2019,385,NA,0.234415092,0.325909083,0.31510958,0.276,502.8834762,571.1395751,562.1337206,531.7679558,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,2020,330,NA,0.107595648,0.256689469,0.254265272,0.133,369.7875287,443.9598074,442.5166048,380.6228374,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,2021,640,NA,NA,NA,NA,0.209,NA,NA,NA,809.102402,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,2022,450,NA,NA,NA,NA,0.211,NA,NA,NA,570.3422053,NA,0.713592233,0.286407767,330.2840123,344.5571481,340.8283856,344.344057,NA,0.733964472,0.765682551,0.757396412,0.765209016,NA
14,hugh_ck,6,northern_coastal,2023,NA,NA,NA,NA,NA,0.178,NA,NA,NA,NA,NA,0.713592233,0.286407767,268.1584549,287.185017,284.528134,287.0715806,NA,NA,NA,NA,NA,NA
14,hugh_ck,6,northern_coastal,2024,NA,NA,NA,NA,NA,0.216,NA,NA,NA,NA,NA,0.713592233,0.286407767,276.0635422,297.8011216,294.9932865,297.8402162,NA,NA,NA,NA,NA,NA
15,kiskosh_ck,6,northern_coastal,1980,200,NA,0.447,0.467333333,0.461333333,0.467,361.6636528,375.4693367,371.2871287,375.2345216,NA,0.713592233,0.286407767,190.6116859,197.5242226,194.9229216,197.588746,NA,0.953058429,0.987621113,0.974614608,0.98794373,NA
15,kiskosh_ck,6,northern_coastal,1981,150,NA,0.405,0.439333333,0.433833333,0.439,252.1008403,267.5386445,264.9396526,267.3796791,NA,0.713592233,0.286407767,178.6592483,186.9930506,184.9180807,186.9457403,NA,1.191061655,1.246620337,1.232787204,1.246304936,NA
15,kiskosh_ck,6,northern_coastal,1982,200,NA,0.351,0.405,0.4,0.405,308.1664099,336.1344538,333.3333333,336.1344538,NA,0.713592233,0.286407767,245.4788181,252.1831806,249.0182384,252.3482516,NA,1.22739409,1.260915903,1.245091192,1.261741258,NA
15,kiskosh_ck,6,northern_coastal,1983,100,NA,0.49,0.505666667,0.498666667,0.506,196.0784314,202.29265,199.4680851,202.4291498,NA,0.713592233,0.286407767,333.3055372,339.4047035,334.9164582,339.6296603,NA,3.333055372,3.394047035,3.349164582,3.396296603,NA
15,kiskosh_ck,6,northern_coastal,1984,100,NA,0.435,0.461333333,0.455333333,0.461,176.9911504,185.6435644,183.5985312,185.528757,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,kiskosh_ck,6,northern_coastal,1985,100,NA,0.453,0.474666667,0.468666667,0.475,182.8153565,190.3553299,188.2057716,190.4761905,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,kiskosh_ck,6,northern_coastal,1986,200,NA,0.502,0.507666667,0.500666667,0.508,401.6064257,406.2288422,400.5340454,406.504065,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,kiskosh_ck,6,northern_coastal,1987,100,NA,0.387,0.421666667,0.416666667,0.422,163.132137,172.9106628,171.4285714,173.0103806,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,kiskosh_ck,6,northern_coastal,1988,NA,NA,0.381,0.414333333,0.409833333,0.341,NA,NA,NA,NA,NA,0.713592233,0.286407767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,kiskosh_ck,6,northern_coastal,1989,NA,NA,0.372,0.410666667,0.405666667,0.41,NA,NA,NA,NA,NA,0.713592233,0.286407767,252.9197943,267.3148656,256.6348263,265.2444643,NA,NA,NA,NA,NA,NA
15,kiskosh_ck,6,northern_coastal,1990,NA,NA,0.421,0.464333333,0.458833333,0.462,NA,NA,NA,NA,NA,0.713592233,0.286407767,64.45294824,68.00890955,66.0468621,61.5522328,NA,NA,NA,NA,NA,NA
15,kiskosh_ck,6,northern_coastal,1991,NA,NA,0.376,0.41,0.3935,0.404,NA,NA,NA,NA,NA,0.713592233,0.286407767,60.85077092,64.92888139,62.83803371,64.27819976,NA,NA,NA,NA,NA,NA
15,kiskosh_ck,6,northern_coastal,1992,200,NA,0.394,0.427,0.4025,0.428,330.0330033,349.0401396,334.7280335,349.6503497,NA,0.713592233,0.286407767,23.38299804,24.45600242,24.14764347,24.00854793,NA,0.11691499,0.122280012,0.120738217,0.12004274,NA
